"","D-12_1","D-12_2","D-12_3","D-24_1","D-24_2","D-24_3","D-36_1","D-36_2","D-36_3","D-48_1","D-48_2","D-48_3","D-60_1","D-60_2","D-60_3"
"LOC114577247",0,0,0,0.129,0,0.288,0,0,0.124,1.869,1.188,0.979,0.333,0.132,0.21
"LOC108004318",0.085,0.345,0.181,0.595,0.408,0.363,3.368,3.375,3.453,20.303,20.483,24.74,57.501,59.718,58.48
"LOC107999133",56.162,54.946,56.797,54.015,52.344,52.65,51.482,49.96,48.811,49.636,51.129,50.289,48.17,46.058,50.21
"LOC107993452",0,0,0,0,0.272,0,0.228,0.238,0.488,0,0,0,0.436,0,0
"LOC107995801",15.466,13.9,15.019,443.737,460.933,482.928,312.523,288.107,302.408,354.49,358.058,383.338,431.764,437.819,422.489
"LOC108000705",205.259,189.13,182.156,4.047,3.768,5.629,11.144,10.435,10.676,0.561,1.009,0.416,0.945,1.118,1.247
"LOC107997345",1.05,0.533,1.493,7.689,5.579,5.424,4.824,6.158,4.039,11.426,7.097,4.831,7.074,5.469,6.26
"LOC107996025",0,0,0,1.166,2.929,2.174,7.36,4.038,3.38,11.29,7.353,9.31,32.055,37.154,31.483
"LOC107993440",358.319,352.617,355.477,65.185,69.775,80.486,114.187,143.682,115.866,160.366,137.272,121.09,83.479,88.488,93.64
"LOC108004264",2.903,5.336,3.341,251.289,240.785,256.958,85.484,85.724,86.431,98.292,94.48,100.544,83.09,81.899,83.845
"LOC107996146",117.299,116.653,115.78,107.77,104.922,104.254,115.264,127.368,115.025,127.43,123.802,114.44,104.04,107.412,103.643
"LOC107993063",0,0,0,0.561,0.242,0.126,9.71,9.536,9.648,12.842,10.249,10.834,10.462,11.125,9.406
"LOC107997512",8.564,8.872,8.147,3.934,3.067,3.491,4.355,3.562,4.982,3.129,2.729,2.641,10.872,11.235,10.624
"LOC107995868",56.319,58.127,62.94,163.958,150.781,158.166,109.154,113.12,101.331,85.15,87.263,83.186,101.434,103.595,93.744
"LOC114576853",37.687,42.716,40.129,49.196,48.277,53.598,31.08,28.707,30.445,21.848,21.72,20.716,15.844,14.4,12.597
"Trnag-gcc_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC108002393",147.741,147.964,135.32,81.008,71.098,75.045,81.654,103.281,86.805,57.303,63.255,59.712,90.373,91.085,96.304
"LOC114577319",3.718,3.103,3.681,0.507,0.819,0.284,0.534,0.959,0.409,0.289,0.156,0.514,0.073,0.086,0
"LOC107998221",3.473,3.756,3.743,151.812,151.076,147.203,74.756,69.954,70.675,74.853,71.969,75.96,63.403,55.586,54.193
"LOC114577433",0,0,0,18.721,26.274,23.941,12.963,6.316,13.894,2.571,1.851,2.288,0,0.684,0.272
"LOC108003703",30.665,37.875,40.126,35.5,45.625,44.193,46.42,36.889,37.099,36.589,34.2,39.824,37.752,36.527,31.072
"LOC107998466",2.708,1.915,1.73,1.222,0.963,1.27,4.803,4.433,4.873,4.345,3.687,5.677,3.77,3.303,3.75
"LOC114577609",0.104,0.529,0.444,0.133,0.214,0.223,0.717,0.939,1.025,1.133,1.652,1.815,1.66,1.491,1.565
"LOC108000546",0,0,0,0,0.167,0,0.559,0.146,0,0,0.429,0,0,0,0
"LOC114577057",2.581,3.495,4.892,1.095,0,0.409,18.604,15.867,13.411,0.312,1.685,0.833,0.473,1.12,0.149
"LOC107998969",125.474,120.961,120.316,99.253,98.832,101.332,55.859,60.7,55.024,67.236,58.714,59.555,60.899,60.928,64.976
"LOC114577478",0,0,0,0,0,0.594,1.437,0,0.513,0,0.981,0.404,0.918,1.63,0.433
"LOC107996487",6.666,7.292,6.561,2.122,1.23,1.644,23.555,18.66,17.829,10.182,11.15,8.815,10.293,12.686,10.633
"LOC108003388",41.912,40.907,36.576,84.712,81.284,82.039,102.427,111.514,115.562,128.37,128.765,125.459,87.684,90.99,91.318
"LOC108002049",68.331,60.539,66.724,1.251,1.646,0.933,11.407,8.798,13.032,5.463,5.645,7.4,7.683,8.528,8.262
"LOC114577131",5.83,1.48,8.288,2.784,1.499,1.558,0,3.945,0.448,0,0,0,0.401,0,0.378
"LOC107993055",953.019,920.144,938.649,24.233,23.132,24.93,104.201,91.741,102.831,18.932,19.493,21.308,30.841,30.708,28.775
"LOC107998624",121.8,121.083,113.86,165.396,170.35,180.756,78.387,71.004,73.89,63.908,70.562,79.946,82.219,75.165,75.86
"LOC114576865",0,0,0,0,0.278,0,0,0,0,0,0,0.098,0,0,0
"Trnac-gca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC107999431",29.298,26.967,31.199,9.765,6.308,9.118,20.345,18.322,18.941,29.173,29.463,32.114,28.792,28.922,27.799
"LOC107999178",60.495,63.148,57.662,5.858,5.924,7.349,74.432,63.551,67.079,84.173,95.022,121.362,84.932,89.479,81.509
"LOC108004479",8.014,4.07,10.442,0,0,0,10.736,7.23,7.397,0.727,0.785,3.234,0,1.739,0.692
"LOC108000696",79.504,74.972,67.635,0.877,0.558,0.624,8.95,7.945,8.206,1.703,2.244,3.092,12.635,11.697,12.17
"LOC108000957",0.894,1.09,0.254,4.783,3.678,2.931,1.027,1.076,0.991,1.751,1.261,2.079,2.065,2.678,2.781
"LOC108001026",1177.422,1154.857,1145.97,22.338,22.289,19.001,130.445,145.654,136.648,11.405,12.236,12.362,28.861,27.112,28.538
"LOC108003932",364.144,378.994,360.37,3.567,7.297,6.985,40.208,36.898,27.581,0.762,0.329,1.356,0.154,0.365,0.145
"LOC108001145",0,0,0,10.594,12.673,14.05,16.453,11.12,13.652,15.254,15.754,16.263,15.419,17.854,15.813
"LOC107992481",66.946,64.019,60.626,31.836,38.115,36.621,68.033,53.493,57.143,64.536,65.187,76.095,82.412,86.442,81.826
"LOC107993198",0,0,0,0.176,0.19,0.657,0.106,0,0.113,0.802,0.271,0.045,0.051,0.18,0.239
"LOC107999286",35.241,39.31,42.782,8.965,8.523,8.624,55.551,50.764,54.674,44.213,47.131,50.678,71.634,70.225,66.076
"LOC107996764",0,0.474,0.498,0.892,0.16,0.166,0.134,0.14,0,0,0.137,0,0,0,0.242
"LOC108000094",223.44,208.794,218.23,237.837,237.44,257.56,208.502,223.503,221.467,168.8,172.787,176.238,135.753,152.777,143.231
"LOC114578244",0,0,0,11.831,14.381,11.531,9.293,15.864,7.009,3.913,2.818,2.903,2.307,1.171,0.932
"LOC107993121",18.736,16.531,17.53,23.699,23.586,22.403,40.349,42.146,38.33,49.488,47.555,44.634,32.54,33.978,32.471
"LOC108000404",27.068,28.129,30.487,430.069,442.033,437.92,918.763,797.139,877.977,1431.229,1547.404,1668.587,1612.664,1660.737,1620.715
"LOC108001466",7.169,6.161,3.919,4.564,6.804,5.893,2.533,2.322,0.679,0.9,0.324,2.136,2.426,2.154,3.43
"LOC114578119",61.734,56.755,54.155,109.462,107.134,108.567,107.237,121.501,113.011,104.794,89.551,85.899,118.393,110.91,103.504
"LOC108001624",0,0,0,0.642,0.592,1.231,0.662,0.52,0.355,0.235,0.592,0.418,0,0.188,0.299
"LOC108000551",0,0.479,0,0,0,0,0,0,0,0,0,0,0.778,0.921,0.244
"LOC108001969",46.542,39.605,39.073,32.877,32.024,27.153,28.438,27.255,24.426,31.722,28.28,23.983,19.606,16.58,19.484
"LOC108000983",759.453,727.032,782.183,59.33,58.863,54.752,149.165,129.498,143.885,64.573,73.41,65.763,76.651,63.198,72.983
"Trnal-caa_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC114577083",0.356,0.181,0,0,0,0,0,0,0,0,0.419,0.345,0,0.232,0.462
"LOC107994295",12.136,11.642,8.626,41.64,42.21,41.15,36.13,37.578,37.064,47.437,39.489,36.239,31.638,35.262,30.524
"LOC108002812",0.247,0.877,0.263,2.591,2.197,2.46,0.637,0.371,0.607,0.604,1.014,0.955,1.22,0.722,0.767
"LOC107996453",23.262,16.54,18.519,119.676,120.871,100.767,60.372,76.955,69.287,94.915,86.125,76.149,42.983,36.954,32.801
"LOC108002773",15.616,9.437,10.397,26.934,22.087,28.026,32.687,29.962,31.871,41.94,53.32,51.306,62.722,56.754,53.798
"LOC108003985",0,0,0,0,0,0,0.741,1.863,1.906,1.123,2.275,1.25,0.284,1.344,1.606
"LOC114577994",5.226,4.191,7.625,10.158,9.805,13.718,28.587,32.759,32.67,20.8,20.853,22.377,8.622,7.521,5.704
"LOC107994000",0,0.405,0.283,0.762,0,0,0.458,0.24,0.491,0.434,0.469,0.579,1.096,1.557,1.24
"LOC107998145",0.872,0.531,1.116,9.217,9.206,9.568,12.618,8.812,12.665,8.255,12.607,13.513,16.976,17.487,18.625
"LOC107994490",83.015,77.32,87.932,31.249,32.624,30.632,42.852,52.86,45.346,45.898,43.78,41.444,29.964,30.104,32.101
"LOC107998298",51.149,48.308,45.433,65.304,67.07,68.003,57.63,63.811,62.872,77.22,71.767,71.858,69.315,69.849,69.272
"LOC107995980",98.372,99.996,102.398,101.259,106.596,107.672,49.833,57.81,53.367,47.87,45.361,44.661,38.641,35.678,39.208
"LOC107996037",19.364,19.224,17.14,180.429,190.344,194.451,157.715,119.373,145.877,308.208,327.053,387.5,280.126,284.16,271.115
"LOC107997682",13.78,14.321,14.154,28.907,27.737,28.658,16.739,20.409,19.95,16.336,14.089,13.23,15.331,14.416,14.658
"LOC108002738",39.522,44.882,50.66,2.403,1.979,1.424,2.167,4.14,3.279,0.121,0,0.215,0.122,0,0
"LOC114576822",0,1.493,0,0.936,0,0,0,0,0,0,0,0,4.041,1.914,0
"LOC107996151",0,0,0,0.666,0.615,0.533,2.576,5.576,5.337,4.556,3.867,4.055,7.648,7.691,5.116
"LOC107997878",1.51,1.629,2.012,2.523,2.458,2.487,2.763,2.61,1.8,2.566,1.386,2.284,4.773,4.914,3.228
"LOC114576887",0,0,0.133,2.337,1.663,1.374,2,2.02,1.378,2.132,1.864,1.717,1.676,2.349,1.903
"LOC114578054",1.377,0,0.979,0,0,0,0,0.829,0,0,0,0.667,0,0,0
"LOC107994369",102.72,111.912,118.156,96.971,100.845,104.814,98.61,95.308,112.269,109.827,103.975,101.994,137.213,140.715,145.138
"LOC107997627",29.645,28.992,29.542,69.32,70.697,70.23,44.139,46.193,44.183,49.625,51.531,54.003,54.977,55.316,56.592
"LOC107994148",84.158,83.2,93.087,23.497,17.739,20.842,34.11,49.131,38.22,50.926,44.168,38.792,34.154,35.6,40.828
"LOC108000372",76.115,92.025,82.345,58.359,66.34,69.202,39.039,35.584,45.102,27.382,28.644,32.753,49.336,42.311,47.332
"LOC107993423",0.16,0,0.114,0.102,0,0.343,0.645,0.386,0.691,3.23,3.206,2.875,51.799,41.057,42.841
"LOC107996465",13.806,10.518,11.512,135.662,131.403,129.481,79.881,86.475,86.514,98.87,98.22,90.705,69.572,72.167,70.814
"LOC107997786",0.825,0.558,0.781,64.4,63.305,68.146,41.663,39.18,45.33,38.877,43.45,40.86,52.902,57.977,58.703
"LOC107995658",85.562,77.434,79.882,18.7,20.277,19.867,28.917,28.315,23.946,21.745,20.749,16.173,12.652,13.115,14.016
"LOC107995526",168.684,186.351,174.283,9.407,10.732,12.254,72.673,52.653,63.641,50.743,56.239,63.852,35.287,38.043,34.293
"LOC108003561",0,0,0,0.139,0.038,0.117,0.251,0,0.067,5.539,4.407,5.381,48.465,50,49.915
"LOC108003896",8.027,8.781,9.405,53.526,47.468,54.049,41.229,46.319,42.071,49.573,43.597,38.103,41.719,42.556,40.562
"LOC107999081",0.991,1.846,0.939,57.964,61.725,55.561,44.777,49.092,47.381,68.133,56.801,58.005,39.978,40.983,41.027
"LOC108003508",3.57,4.351,4.567,147.283,153.182,152.09,115.6,93.185,93.583,86.614,90.207,104.754,96.583,76.229,84.385
"LOC107997948",14.498,17.041,16.782,41.143,35.635,44.268,17.838,18.935,17.079,22.084,23.369,21.663,12.984,15.911,11.596
"LOC107996260",42.41,39.689,44.101,37.629,28.399,33.154,38.894,37.201,38.907,42.193,45.001,42.31,50.856,45.763,47.636
"LOC108001221",0,0,0.168,7.837,7.626,10.624,2.718,2.563,3.496,2.447,2.643,4.012,5.207,3.544,4.295
"LOC108002800",0,0.198,0.138,0.744,2.003,2.221,4.363,5.859,4.076,1.378,0.916,0.377,6.214,7.991,9.292
"LOC107999384",9.612,8.553,9.269,11.576,13.383,12.794,4.792,4.572,5.961,5.797,3.985,5.16,10.695,10.479,11.125
"LOC114577422",0.167,0,0,0.958,1.146,1.429,0,0,0.823,0.091,0.196,0.081,0.459,0.653,0.173
"LOC107996609",3.383,4.261,3.462,11.114,10.388,10.026,11.731,8.139,11.075,13.765,13.916,14.874,20.835,17.53,18.518
"LOC108000670",31.62,29.473,28.62,43.283,42.62,38.476,28.288,25.003,31.922,35.822,33.198,34.753,38.751,42.407,41.625
"LOC107993280",16.513,14.168,15.839,47.874,47.695,50.943,37.833,35.486,32.262,39.074,36.179,34.78,26.449,27.242,32.164
"LOC114578034",0,0,0,1.542,2.076,1.51,1.391,1.639,1.677,2.965,2.669,2.2,5.995,3.351,5.18
"LOC107992644",652.105,625.846,648.739,712.113,709.256,730.652,928.477,816.372,862.024,1148.891,1194.718,1274.632,950.073,962.397,972.013
"LOC107996131",116.206,116.029,116.364,67.531,72.987,73.333,76.336,62.802,67.097,50.208,52.152,60.386,60.64,56.488,57.42
"LOC108002758",0,0,0,0.632,0.51,1.591,0.142,0.298,0.153,0.135,0.146,0,0,0,0.129
"LOC107993485",129.801,139.944,141.628,1081.647,1135.629,1147.47,1660.555,957.078,1330.609,1194.884,1616.618,1943,2056.274,2167.537,2100.135
"LOC107997380",214.208,213.884,216.512,11.986,11.935,10.708,25.205,21.66,23.535,12.224,11.806,12.574,38.38,38.365,37.761
"LOC107998884",580.928,595.175,588.611,310.309,345.056,317.996,324.938,343.7,360.271,285.009,288.174,292.215,301.858,283.417,278.848
"LOC114577487",63.801,66.945,63.29,33.927,36.526,32.969,28.18,28.254,28.908,36.998,41.203,26.482,47.039,49.298,53.429
"LOC107996478",850.658,865.884,842.85,200.627,203.14,204.715,215.516,217.949,210.995,153.649,149.516,156.858,137.148,136.271,137.961
"LOC108003377",1.114,1.051,2.149,10.286,8.564,9.298,4.615,3.494,3.624,4.806,5.752,5.279,10.809,11.45,10.272
"LOC107994012",0.15,0.306,0.16,7.474,7.737,6.433,4.234,5.114,4.307,6.755,4.643,4.045,4.552,4.556,4.72
"LOC108001799",0,0,0.546,0.245,0.263,0,1.324,0.693,0.237,0.209,0,0,0,0.25,0
"LOC107996057",10.984,10.463,11,1.15,1.472,1.53,3.532,3.113,4.086,6.613,5.738,7.967,34.66,37.156,35.508
"LOC108002587",1765.208,1659.936,1695.098,86.849,84.947,87.655,343.992,350.697,334.119,294.402,246.769,269.389,263.276,218.821,251.42
"LOC107995169",55.408,47.975,56.677,39.835,42.747,41.807,20.662,36.279,25.919,27.919,27.035,23.564,20.801,18.769,21.41
"Trnaa-cgc_2",0,0,0,3.106,0,0,0,11.738,12.009,0,5.734,16.537,13.414,22.234,12.645
"LOC107999187",140.672,140.182,144.094,79.288,67.655,72.518,86.091,87.23,92.876,96.54,93.313,91.438,123.142,136.555,129.62
"LOC107995348",20.584,18.211,20.806,27.164,26.172,29.292,21.446,20.169,21.895,20.44,22.925,23.365,27.813,27.271,27.997
"LOC107998418",0,0,0,0,0.198,0,0,0,0,0,0,0,0,0,0.15
"LOC107997865",2.814,2.339,1.818,0.326,0.175,0,0.147,0.308,0.157,0,0,0,0.141,0,0.133
"LOC107992594",0.646,0.657,1.685,2.744,2.511,1.535,6.063,5.574,3.183,2.579,4.559,2.4,2.607,3.227,1.899
"LOC114577764",0.189,0,0.536,0,0,0,0,0,0,0.103,0.111,0,0,0,0.098
"LOC107995638",95.406,96.728,94.504,19.219,25.618,27.394,26.823,26.585,26.094,27.076,27.453,29.669,19.86,22.693,22.727
"LOC107999122",840.299,834.118,836.97,7.175,5.539,4.242,72.153,69.701,74.846,0.578,0.625,0.206,0.234,0.415,0.551
"LOC108002522",3.795,2.142,2.398,5.37,4.914,5.107,46.971,44.386,45.672,45.881,40.145,34.305,63.307,61.496,64.269
"LOC108003174",1.675,3.712,3.788,61.075,60.535,66.715,77.195,58.886,71.024,37.606,50.734,51.906,20.682,24.683,26.126
"LOC107996247",0,0.283,0.593,0.354,0.572,0,15.33,12.63,13.778,29.807,36.284,35.352,35.406,40.559,37.918
"LOC108000531",224.646,218.22,214.785,74.524,84.321,87.729,105.088,98.202,104.143,111.669,104.053,111.612,115.613,119.238,121.611
"LOC107993082",105.656,109.676,104.249,21.982,20.33,18.159,19.956,22.02,23.527,20.799,19.744,21.767,61.161,48.121,48.166
"LOC108003923",99.162,102.75,110.414,65.252,64.789,65.507,55.079,56.899,56.377,70.199,69.54,70.12,64.115,60.616,64.914
"LOC107998379",2.288,2.582,1.867,1.079,1.103,1.087,0.486,0.612,0.678,0.691,0.548,0.492,8.526,9.487,8.652
"LOC107994415",42.106,49.899,42.844,39.177,39.859,41.606,37.272,31.281,33.701,38.519,38.59,36.956,43.278,41.773,40.213
"LOC107999879",0,0,0,0.493,0.133,0.138,0,0.233,0,0,0,0,0,0.126,0
"LOC107995673",0.316,0.749,0.374,0.603,0.361,0.675,1.27,0.887,0.713,1.26,0.619,1.071,1.274,1.919,1.092
"LOC114577146",0,1.526,0,0.765,0.412,0.428,1.035,0.723,0.925,2.125,1.589,2.183,0.661,1.174,1.246
"LOC107994210",51.076,47.331,46.813,7.417,5.528,2.873,88.752,81.654,93.468,107.003,104.266,140.806,131.324,129.221,133.551
"LOC114577025",0,0,0,0.203,0,0,0.183,0,0.392,0.693,0.936,0.926,2.716,4.149,2.477
"LOC107993027",63.78,55.259,62.668,18.613,16.181,18.043,42.545,50.21,37.711,43.628,43.27,36.638,42.725,42.746,46.597
"LOC108004366",0,0,0,4.167,8.226,6.477,5.846,8.092,9.846,2.572,2.351,2.113,2.2,1.42,1.131
"LOC108000925",74.973,74.916,77.534,7.049,6.361,7.25,22.622,23.747,22.944,18.866,16.6,15.925,53.496,57.079,53.721
"LOC107997853",73.942,73.779,75.627,36.498,33.462,39.255,35.618,34.006,33.987,28.693,25.996,27.061,25.693,24.794,25.509
"LOC107999446",263.395,255.196,262.327,99.621,101.45,102.184,94.362,103.648,104.249,75.273,76.509,73.881,69.776,75.258,72.586
"LOC107995816",5.987,6.978,5.999,29.933,32.966,31.816,29.134,22.964,27.843,22.372,24.513,27.422,22.722,24.728,24.218
"LOC108001180",12.676,10.45,12.013,23.628,24.431,27.225,22.996,20.332,22.724,22.887,21.485,23.664,32.935,27.51,30.286
"LOC107999949",0,0,0,6.403,7.145,8.598,3.465,5.389,6.189,8.853,8.382,6.818,14.078,18.452,16.304
"LOC107996433",1.124,0.618,0.765,1.908,2.632,1.801,3.602,4.646,3.947,7.284,6.163,6.914,7.028,7.62,6.99
"LOC108000391",0,0,0,3.18,3.804,1.186,0.637,0.668,0.341,0.604,0.978,0.537,0.61,0.723,1.438
"LOC107996319",3.554,4.791,4.956,2.133,2.155,1.704,6.75,6.126,8.329,25.323,25.065,26.38,67.997,66.395,67.253
"LOC107993649",80.375,80.098,84.15,71.646,76.241,72.587,110.01,108.839,119.244,104.115,93.703,107.085,67.137,56.712,63.513
"LOC108001211",1.779,3.613,1.475,8.871,6.502,12.883,6.127,14.977,11.857,15.481,10.452,7.895,1.793,6.176,3.995
"LOC107999048",0.763,0.581,0.661,0.744,0.588,0.646,0.767,0.688,0.616,0.584,0.392,0.462,2.006,2.065,1.681
"LOC108002655",1.034,0.764,1.269,3.651,3.866,2.545,6.638,4.579,5.669,2.71,3.48,4.233,2.74,4.161,3.557
"LOC107997239",45.892,38.971,42.21,25.013,25.167,27.204,9.697,9.22,10.675,3.845,5.124,4.622,21.704,17.987,21.935
"LOC107997981",66.215,67.562,68.045,51.873,49.495,52.504,45.6,53.959,50.726,50.155,45.175,41.935,64.456,60.237,60.658
"LOC107997553",20.877,15.375,20.775,13.293,11.091,10.784,18.88,12.557,15.417,21.012,21.778,16.934,19.805,13.592,10.282
"LOC107995516",0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.095,0
"LOC114577292",0.117,0,0,1.043,1.203,1.667,1.209,1.83,1.944,1.337,1.375,0.793,1.094,1.067,1.213
"LOC108001304",3.804,3.753,2.704,5.259,4.247,4.646,4.805,4.511,4.414,3.725,4.662,2.842,3.945,4.812,4.338
"LOC107993339",0.321,1.305,1.027,0.92,0.881,1.488,1.107,0.869,1.483,0.874,1.416,0.933,12.366,9.62,10.574
"LOC108001075",260.244,244.127,263.316,62.251,55.809,54.966,79,99.223,90.797,67.309,62.889,68.348,44.381,42.59,36.861
"LOC107993413",0,0,0.051,96.754,92.526,95.962,22.309,20.253,22.006,23.329,21.184,23.727,53.653,53.542,52.331
"LOC108000366",20.328,14.44,17.48,67.702,66.36,63.705,61.95,56.004,51.963,50.809,45.947,47.704,46.513,45.997,48.269
"LOC107993599",0,0.218,0.076,0.205,0.147,0.077,0.123,0.129,0.198,0.351,0.568,0.468,1.122,0.839,1.002
"LOC108000831",0.388,0.443,0.345,1.05,1.164,1.209,3.258,2.859,2.388,2.717,2.936,2.348,2.347,2.368,3.193
"LOC107997617",175.252,179.002,172.61,68.789,67.968,69.261,56.281,62.521,57.836,54.117,49.344,47.466,53.815,50.107,52.518
"LOC107995735",101.053,94.435,90.358,12.354,14.131,14.255,7.427,5.349,6.592,4.838,4.632,3.915,17.005,18.685,16.449
"LOC107995084",15.957,16.848,15.073,8.021,7.34,7.18,12.176,15.154,12.921,20.446,20.852,15.149,13.624,16.95,16.326
"LOC114576812",0,0,0,0.255,0.275,0,0,0,0,0,0,0,0,0,0
"LOC107999579",2.851,4.199,5.472,0.726,0.684,0.711,1.228,0.772,1.14,0.465,0.168,0.345,5.566,7.518,6.725
"LOC108002179",123.828,117.431,130.214,96.456,102.235,99.937,78.067,72.047,70.823,61.545,70.01,72.221,69.244,78.75,72.242
"LOC108001107",206.194,172.448,185.283,2.42,6.296,4.062,87.294,76.966,98.043,63.583,68.499,64.572,249.602,233.431,238.085
"LOC107995993",0.994,1.346,1.491,170.147,167.966,167.654,259.129,228.213,248.169,302.472,303.897,331.528,146.834,139.83,138.131
"LOC114576773",0.096,0,0,0,0,0,0,0,0,0,0,0,0.211,0.437,0.099
"LOC107998016",0.696,0,0.412,7.167,8.83,8.433,3.864,2.722,2.999,3.598,4.024,4.383,5.743,7.782,6.617
"LOC114577205",8.035,14.964,6.935,0.244,1.049,0.818,2.197,1.956,3.885,0.208,0.337,0.649,0.316,0.125,0.298
"Trnag-gcc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC108002663",0.411,0,0.585,4.714,7.613,5.861,10.627,11.875,9.112,22.6,33.357,29.279,17.191,16.335,13.433
"LOC108002887",137.994,127.84,107.002,140.684,134.262,150.503,223.295,212.25,216.163,227.861,211.659,207.524,206.742,237.91,234.331
"LOC107994483",1786.857,1777.748,1736.362,1068.698,1075.731,1092.689,453.429,431.744,436.249,180.209,168.759,201.399,82.587,80.238,84.977
"LOC107993207",61.926,68.162,66.098,192.003,198.903,174.858,161.372,181.005,172.701,250.587,249.148,216.43,209.568,200.642,195.408
"LOC107997565",87.815,78.175,69.431,2.827,5.749,5.975,37.391,22.849,27.931,58.509,43.779,56.619,18.991,14.454,19.181
"LOC107992894",33.353,37.237,33.852,78.728,70.031,73.109,50.982,45.183,45.766,51.329,58.096,56.165,34.949,39.419,37.073
"LOC107994904",26.275,28.858,25.329,0.941,0.675,0.936,7.543,7.21,7.377,11.435,11.967,12.326,30.795,28.439,28.008
"LOC107997307",0.151,0,0.107,4.321,2.998,3.439,0.087,0.544,0.464,0.738,0.443,0.584,1.576,1.178,1.251
"LOC108003730",195.904,184.552,187.534,137.142,146.926,166.966,205.314,72.854,109.54,47.845,84.489,131.843,137.273,167.316,150.972
"LOC108002822",11.109,9.233,8.614,45.785,44.723,46.339,27.255,35.476,30.206,47.142,44.039,37.364,21.883,22.75,24.084
"LOC114577400",0,0,0,0.386,0.83,0.431,0,0.364,0.745,0,0.356,0.587,0.999,0.394,0
"LOC108000747",28.211,26.009,26.918,19.134,16.185,20.427,19.015,17.983,17.267,15.014,18.741,20.566,17.622,15.572,17.566
"LOC114577090",0.145,0.074,0,0.046,0.398,0.052,0.167,0.393,0.045,0.355,1.024,0.352,0.16,0.236,0.226
"LOC107999258",306.984,316.395,322.691,5.176,4.979,5.422,31.082,37.657,35.867,0,0.305,0.502,0.095,0.901,0.179
"LOC107999100",4.683,4.325,4.539,1.22,2.043,0.455,5.012,6.786,6.157,45.515,40.41,52.472,126.32,132.085,137.398
"LOC108000990",3.236,3.138,2.3,3.465,3.126,1.886,0.591,2.035,0.905,0.88,0.346,0.285,6.229,5.842,7.625
"Trnal-caa_2",0,0,0,0,0,0,0,0,0,0,2.487,0,0,0,0
"LOC108002500",6.43,7.426,5.697,71.952,66.838,69.092,67.717,70.196,70.085,65.647,75.107,75.067,85.104,80.569,84.974
"LOC108001614",0,0.378,0,5.443,4.332,4.767,1.281,0.447,0.229,1.416,0,0.9,1.022,1.21,0.385
"LOC114578129",72.392,83.126,87.698,15.231,9.493,10.764,9.759,12.116,10.459,0.685,0.37,1.524,1.385,1.23,0.326
"LOC108003356",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC107996076",3566.508,3449.818,3537.945,1751.631,1739.246,1774.733,1883.636,1828.332,1820.267,1328.224,1322.43,1371.964,1068.171,1066.364,1050.239
"LOC107993111",1.236,1.585,1.572,8.53,7.802,8.48,39.321,36.301,37.781,73.063,75.332,79.08,94.527,91.882,93.896
"LOC107997104",100.706,101.448,98.1,118.779,121.952,116,103.542,102.445,103.881,108.625,114.8,121.733,143.749,140.807,152.649
"LOC107998584",0,0,0,4.048,4.358,3.963,1.825,5.258,1.956,7.782,7.005,2.694,49.821,37.77,42.846
"LOC107997049",680.42,701.069,691.773,203.108,198.315,204.768,330.123,313.286,319.53,297.3,309.52,334.939,807.484,804.337,820.373
"LOC107996329",0,0,0,0,0,0,0.578,0.242,0,0.548,0.118,0.39,1.218,1.311,0.835
"LOC114576758",62.3,62.034,73.998,150.319,145.538,163.531,58.364,36.979,50.194,42.366,53.714,57.757,50.264,47.499,44.196
"LOC107999238",0,0,0,0.927,3.594,3.113,0.502,0.526,1.434,0.158,0.685,1.269,0.641,0.948,1.057
"LOC107995907",45.576,44.849,47.77,31.4,27.337,31.901,40.276,37.747,39.661,18.548,23.541,24.613,25.945,23.877,24.642
"LOC108001193",4.465,6.803,3.526,2.527,2.381,2.298,1.139,0.746,1.069,0.675,0.437,0.601,5.593,7.752,6.558
"LOC107995826",101.818,113.5,97.877,124.086,115.193,124.507,143.726,118.799,109.518,119.355,132.188,146.785,152.737,158.031,154.115
"LOC108003750",9.632,10.449,8.043,83.363,79.813,85.219,62.718,51.469,55.71,47.061,44.077,49.86,80.692,76.229,79.751
"LOC108003596",0,1.06,0,2.659,1.431,2.231,0.3,0.628,0.321,0.284,0.613,0.253,0.287,0,0.271
"LOC114576800",0,0,0.11,0.492,0.424,0.33,0.355,0.186,0.285,0.168,0.363,0.075,0.085,0.402,0.08
"LOC108000915",0.345,0.35,0.204,1.244,0.473,1.433,0.891,1.348,0.849,0.75,0.608,0.891,1.264,1.31,1.192
"LOC108003861",0,0.587,0,0,0,0.177,0.285,0,0.051,0.18,0.243,0.28,3.407,3.496,3.126
"LOC108003742",2.42,2.458,1.086,35.762,35.533,35.479,36.052,37.919,40.05,63.259,61,60.502,60.864,55.804,54.998
"LOC108003808",0.515,1.308,0.641,0.164,0,0.184,0.37,0.387,0.555,0.561,0.681,0.249,0.142,0.503,0.601
